"Category","Item","Count","Files","Recommendation"
"colors","hover:bg-red-200","2","components/auth/AuthErrorHandler.tsx; lib/error-tracking/error-boundary.tsx","OK"
"other","focus:ring-red-500","1","components/auth/AuthErrorHandler.tsx","OK"
"other","focus:ring-offset-2","3","components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx; components/ui/language-selector.tsx","OK"
"colors","hover:bg-blue-200","2","components/auth/AuthErrorHandler.tsx; components/workspace/SwarmIntelligenceDashboard.tsx","OK"
"other","focus:ring-gray-500","2","components/auth/AuthErrorHandler.tsx; components/auth/AuthModal.tsx","OK"
"typography","hover:text-red-500","2","components/auth/AuthErrorHandler.tsx; components/documents/BatchUpload.tsx","OK"
"other","focus:ring-offset-red-50","1","components/auth/AuthErrorHandler.tsx","OK"
"other","z-[9998]","2","components/auth/AuthModal.tsx; components/ui/FeatureDiscovery.tsx","OK"
"colors","bg-black/60","1","components/auth/AuthModal.tsx","OK"
"other","z-[9999]","1","components/auth/AuthModal.tsx","OK"
"spacing","sm:p-6","2","components/auth/AuthModal.tsx; components/sections/ModernHero.tsx","OK"
"spacing","my-auto","1","components/auth/AuthModal.tsx","OK"
"other","pointer-events-auto","2","components/auth/AuthModal.tsx; components/ui/Toast.tsx","OK"
"typography","hover:text-red-800","2","components/auth/AuthModal.tsx; components/workspace/EnhancedDocumentInterface.tsx","OK"
"other","btn-auth-modal","1","components/auth/AuthModal.tsx","OK"
"other","focus:underline","1","components/auth/AuthModal.tsx","OK"
"other","top-6","2","components/auth/AuthModal.tsx; components/sections/CommunityProof.tsx","OK"
"other","right-6","2","components/auth/AuthModal.tsx; components/sections/CommunityProof.tsx","OK"
"other","bottom-full","1","components/auth/CreditDisplay.tsx","OK"
"colors","bg-gray-900","6","components/auth/CreditDisplay.tsx; components/auth/UnifiedUserMenu.tsx; components/layouts/NotebookLMLayout.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"other","animate-tooltip-fade-in","1","components/auth/CreditDisplay.tsx","OK"
"typography","font-normal","1","components/auth/CreditDisplay.tsx","OK"
"spacing","pt-3","2","components/auth/CreditDisplay.tsx; components/auth/InviteRedemptionModal.tsx","OK"
"colors","bg-opacity-50","13","components/auth/InviteRedemptionModal.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/ui/FeatureDiscovery.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"typography","text-gray-800","3","components/auth/InviteRedemptionModal.tsx; components/documents/DocumentPreview.tsx; lib/error-tracking/error-boundary.tsx","OK"
"other","focus:ring-1","1","components/auth/UnifiedUserMenu.tsx","OK"
"other","focus:ring-gray-300","1","components/auth/UnifiedUserMenu.tsx","OK"
"layout","md:block","1","components/auth/UnifiedUserMenu.tsx","OK"
"sizing","min-w-0","13","components/auth/UnifiedUserMenu.tsx; components/dashboard/DashboardLayout.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/layouts/UnifiedLayout.tsx; components/panels/SourcesPanel.tsx; components/ui/ErrorBoundary.tsx; components/ui/Toast.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"spacing","pt-1","3","components/auth/UnifiedUserMenu.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/PredictiveInsights.tsx","OK"
"other","dashboard-header","1","components/dashboard/DashboardLayout.tsx","OK"
"other","from-gray-600","1","components/documents/AgentVisualization.tsx","OK"
"other","to-gray-800","1","components/documents/AgentVisualization.tsx","OK"
"other","-bottom-2","1","components/documents/AgentVisualization.tsx","OK"
"other","-top-1","2","components/documents/AgentVisualization.tsx; components/workspace/ContextualAssistant.tsx","OK"
"other","-right-1","2","components/documents/AgentVisualization.tsx; components/workspace/ContextualAssistant.tsx","OK"
"sizing","w-0.5","1","components/documents/AgentVisualization.tsx","OK"
"other","from-purple-400","3","components/documents/AgentVisualization.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx","OK"
"colors","bg-blue-200","4","components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/workspace/EnhancedDocumentInterface.tsx","Consider tokenizing"
"sizing","h-1.5","3","components/documents/AgentVisualization.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/panels/SourcesPanel.tsx","OK"
"typography","text-purple-900","3","components/documents/AgentVisualization.tsx; components/documents/SmartDocumentWorkflow.tsx; components/onboarding/SmartUserJourney.tsx","OK"
"colors","border-dashed","4","components/documents/BatchUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/SimpleTranslationInterface.tsx","Consider tokenizing"
"colors","hover:border-gray-400","2","components/documents/BatchUpload.tsx; components/workspace/SimpleTranslationInterface.tsx","OK"
"other","prose-sm","1","components/documents/DocumentPreview.tsx","OK"
"other","select-text","1","components/documents/DocumentPreview.tsx","OK"
"other","animate-scale-in","2","components/documents/DocumentPreview.tsx; components/theme/ThemeToggle.tsx","OK"
"other","inset-y-0","2","components/documents/DocumentTranslator.tsx; components/mobile/SwipeableNavigation.tsx","OK"
"sizing","max-w-full","2","components/documents/DocumentViewer.tsx; components/security/two-factor-setup.tsx","OK"
"sizing","h-auto","3","components/documents/DocumentViewer.tsx; components/security/two-factor-setup.tsx; components/ui/ErrorBoundary.tsx","OK"
"sizing","max-h-32","2","components/documents/DocumentViewer.tsx; components/workspace/BatchProcessingInterface.tsx","OK"
"sizing","min-w-12","1","components/documents/DocumentViewer.tsx","OK"
"typography","hover:text-gray-800","3","components/documents/EnhancedDocumentUpload.tsx; components/onboarding/AIOnboarding.tsx; components/ui/FeatureDiscovery.tsx","OK"
"typography","hover:text-purple-700","3","components/documents/EnhancedDocumentUpload.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/ui/FeatureDiscovery.tsx","OK"
"colors","border-purple-300","2","components/documents/EnhancedDocumentUpload.tsx; components/ui/FeatureDiscovery.tsx","OK"
"colors","hover:bg-purple-50","2","components/documents/EnhancedDocumentUpload.tsx; components/ui/FeatureDiscovery.tsx","OK"
"colors","bg-purple-600","5","components/documents/EnhancedDocumentUpload.tsx; components/onboarding/AIOnboarding.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"colors","hover:bg-purple-700","5","components/documents/EnhancedDocumentUpload.tsx; components/onboarding/AIOnboarding.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"colors","border-blue-300","2","components/documents/SmartDocumentWorkflow.tsx; components/workflow/workflow-builder.tsx","OK"
"colors","hover:border-blue-400","1","components/documents/SmartDocumentWorkflow.tsx","OK"
"typography","text-purple-800","3","components/documents/SmartDocumentWorkflow.tsx; components/panels/SourcesPanel.tsx; components/workspace/ApiDeveloperPortal.tsx","OK"
"spacing","mt-auto","1","components/invite/InviteRedemptionPage.tsx","OK"
"sizing","min-h-full","1","components/error-tracking/ErrorReportDialog.tsx","OK"
"sizing","max-h-[70vh]","1","components/error-tracking/ErrorReportDialog.tsx","OK"
"other","break-all","2","components/error-tracking/ErrorReportDialog.tsx; lib/error-tracking/error-boundary.tsx","OK"
"colors","focus:border-blue-500","1","components/error-tracking/ErrorReportDialog.tsx","OK"
"colors","bg-orange-50","3","components/monitoring/PerformanceAccessibilityMonitor.tsx; components/panels/SourcesPanel.tsx; components/workflow/workflow-builder.tsx","OK"
"colors","border-orange-200","2","components/monitoring/PerformanceAccessibilityMonitor.tsx; components/panels/SourcesPanel.tsx","OK"
"typography","text-orange-900","1","components/monitoring/PerformanceAccessibilityMonitor.tsx","OK"
"colors","border-green-200","4","components/monitoring/PerformanceAccessibilityMonitor.tsx; components/sections/TrustSignals.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SimpleTranslationInterface.tsx","Consider tokenizing"
"typography","text-green-700","5","components/monitoring/PerformanceAccessibilityMonitor.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/workflow/workflow-builder.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx","Consider tokenizing"
"other","md:hidden","3","components/mobile/SwipeableNavigation.tsx; components/pricing/PricingPage.tsx; components/__tests__/layout/navbar.test.tsx","OK"
"other","touch-target","1","components/mobile/SwipeableNavigation.tsx","OK"
"other","nav-touch-target","1","components/mobile/SwipeableNavigation.tsx","OK"
"other","mobile-focus","1","components/mobile/SwipeableNavigation.tsx","OK"
"other","z-30","1","components/mobile/SwipeableNavigation.tsx","OK"
"other","mobile-safe-bottom","1","components/mobile/SwipeableNavigation.tsx","OK"
"other","swipe-horizontal","1","components/mobile/SwipeableNavigation.tsx","OK"
"other","justify-around","1","components/mobile/SwipeableNavigation.tsx","OK"
"spacing","pb-2","1","components/mobile/SwipeableNavigation.tsx","OK"
"spacing","mx-1","1","components/mobile/SwipeableNavigation.tsx","OK"
"colors","bg-current","1","components/mobile/SwipeableNavigation.tsx","OK"
"colors","hover:border-purple-300","1","components/onboarding/AIFeatureIntroduction.tsx","OK"
"sizing","w-1.5","1","components/onboarding/AIFeatureIntroduction.tsx","OK"
"other","from-purple-600","5","components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/ui/FeatureDiscovery.tsx; components/ui/FeatureHint.tsx","Consider tokenizing"
"other","hover:from-purple-700","3","components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx","OK"
"other","hover:to-indigo-700","3","components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx","OK"
"sizing","h-1","2","components/onboarding/AIFeatureIntroduction.tsx; components/workspace/EnhancedDocumentInterface.tsx","OK"
"other","to-indigo-400","2","components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx","OK"
"typography","text-purple-100","4","components/onboarding/AIOnboarding.tsx; components/ui/FeatureHint.tsx; components/workspace/EnterpriseDashboard.tsx; components/__tests__/ui/dashboard.test.tsx","Consider tokenizing"
"colors","bg-purple-700","1","components/onboarding/AIOnboarding.tsx","OK"
"other","to-emerald-500","1","components/onboarding/AIOnboarding.tsx","OK"
"other","hover:from-green-600","1","components/onboarding/AIOnboarding.tsx","OK"
"other","hover:to-emerald-600","1","components/onboarding/AIOnboarding.tsx","OK"
"other","origin-left","1","components/onboarding/AIOnboarding.tsx","OK"
"other","from-yellow-500","1","components/onboarding/SmartUserJourney.tsx","OK"
"other","to-orange-500","1","components/onboarding/SmartUserJourney.tsx","OK"
"other","hover:from-yellow-600","1","components/onboarding/SmartUserJourney.tsx","OK"
"other","hover:to-orange-600","1","components/onboarding/SmartUserJourney.tsx","OK"
"sizing","h-screen","3","components/layouts/NotebookLMLayout.tsx; components/workspace/WorkspaceLayout.tsx; components/workspace/WorkspaceSkeleton.tsx","OK"
"sizing","max-w-24","1","components/layouts/NotebookLMLayout.tsx","OK"
"colors","hover:bg-gray-800","1","components/layouts/NotebookLMLayout.tsx","OK"
"colors","bg-black/50","1","components/layouts/NotebookLMLayout.tsx","OK"
"spacing","lg:pb-0","1","components/layouts/NotebookLMLayout.tsx","OK"
"layout","lg:block","2","components/layouts/NotebookLMLayout.tsx; components/workspace/WorkspaceLayout.tsx","OK"
"spacing","lg:px-6","3","components/layouts/UnifiedLayout.tsx; components/layouts/UnifiedLayoutSimple.tsx; components/workspace/WorkspaceLayout.tsx","OK"
"spacing","lg:py-4","3","components/layouts/UnifiedLayout.tsx; components/layouts/UnifiedLayoutSimple.tsx; components/workspace/WorkspaceLayout.tsx","OK"
"layout","sm:inline","5","components/layouts/UnifiedLayout.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/WorkspaceLayout.tsx","Consider tokenizing"
"other","prismy-navbar","1","components/navigation/ModernNavbar.tsx","OK"
"other","backdrop-blur","1","components/navigation/ModernNavbar.tsx","OK"
"animations","ease-out","1","components/navigation/ModernNavbar.tsx","OK"
"sizing","lg:h-16","1","components/navigation/ModernNavbar.tsx","OK"
"spacing","lg:space-x-4","1","components/navigation/ModernNavbar.tsx","OK"
"typography","hover:font-bold","1","components/navigation/ModernNavbar.tsx","OK"
"other","group-hover:opacity-80","2","components/navigation/ModernNavbar.tsx; components/ui/BlogCard.tsx","OK"
"other","navbar-cta-outline","1","components/navigation/ModernNavbar.tsx","OK"
